,title,company,location,job_type,languages,soft_skills,skills,degree_type,degree_field,sub_category_1,sub_category_2,sub_category_3,experience_periode,Homeoffice,teilzeit,Vollzeit
2610,Software Engineer,Qdrant Solutions GmbH,Berlin,['Feste Anstellung'],,,[],,,IT,Software Development,Full-Stack Development,,True,False,True
2611,Backend Developer - Python,NEXT Data Service AG,"Berlin, Deutschland",['Feste Anstellung'],,,['python'],,,IT,Software Development,Backend Development,,False,False,True
2612,Sr Manager Business Development Leader,Ball Beverage Packaging Gelsenkirchen GmbH,Gelsenkirchen,['Feste Anstellung'],"['german', 'english']",,"['azure', 'powershell', 'terraform', 'programming language', 'iac', 'database']",,,Business,Sales & Marketing,Sales,5y,False,False,True
2613,Content Seo Specialist,Leafworks GmbH,Berlin,['Feste Anstellung'],,['management'],['word'],"['masters', 'degree']","['engineering', 'business']",Business,Sales & Marketing,Digital Marketing,,True,False,True
2614,Frontend Ruby Or Clojure Developer,United Signals GmbH,"Frankfurt, Germany",['Feste Anstellung'],['german'],"['management', 'communication']",['microsoft dynamics'],,,IT,Software Development,Backend Development,,True,False,True
2615,Consultant Digital Workplace Solutions,ARES Consulting GmbH,Munich,['Feste Anstellung'],"['german', 'english']",['management'],"['graphql', 'typescript', 'python', 'java', 'sql', 'firebase', 'docker', 'kubernetes', 'containerization', 'ci/cd', 'programming language', 'data pipeline tool', 'devops/mlops', 'database']",,,IT,IT Support,ERP & Business Systems,8y,True,False,True
2616,Software Engineer,HIT Hafen- und Industrietechnik GmbH,Wardenburg,['Feste Anstellung'],"['german', 'english']","['team player', 'initiative']",['programming language'],['degree'],"['engineering', 'it-related', 'technical', 'computer science']",IT,Software Development,Full-Stack Development,,False,False,True
2617,Project Engineer Plant Engineering,rotring-hische GmbH,"21614 Buxtehude, Germany",['Feste Anstellung'],"['german', 'english']",['communication'],['programming language'],,,Engineering,Civil & Structural,Civil & Structural,,True,False,True
2619,Backend Developer,Wasteer GmbH,Berlin,['Feste Anstellung'],['english'],"['communicates', 'management', 'attention to detail']",[],,,IT,Software Development,Backend Development,2y,False,False,True
2620,Recruiting Talent Acquisition Wanted,Invenda GmbH,Munich,"['Studentenjobs', 'Werkstudent']",,,[],,,Business,HR,Recruitment,,True,True,False
2621,Building Manager Track Building Or Engineering,H. Klostermann Baugesellschaft mbH,Hamm Westfalen,['Feste Anstellung'],,"['management', 'communication', 'initiative']",[],,,Engineering,Civil & Structural,Civil & Structural,10y,False,False,True
2622,Building Manager Track Building Or Engineering,H. Klostermann Baugesellschaft mbH,Hamm Westfalen,['Feste Anstellung'],,"['management', 'communication', 'initiative']",[],,,Engineering,Civil & Structural,Civil & Structural,10y,False,False,True
2623,Specialist Digital Solutions Electric Light Commercial Vehicles,Kia Connect GmbH,"Frankfurt, Germany",['Feste Anstellung'],,['management'],[],"['master of science', 'bachelor']",['engineering'],Engineering,Automotive & Aerospace,Automotive & Aerospace,,False,False,True
2624,Php Developer Shopware Symfony Knowledge,TopData Software GmbH publishing G,Berlin,['Feste Anstellung'],"['german', 'english']","['analytical', 'communication']",['php'],,,IT,Software Development,Backend Development,,False,False,True
2625,Physiotherapist Home Home Visits Bonn,Elithera Gesundheitszentrum,Bonn,['Feste Anstellung'],['english'],"['team player', 'collaboration', 'communication']",['netsuite'],,,Healthcare,Therapy & Support,Therapy & Support,2y,True,False,True
2626,Talent Acquisition Manager -House Recruiter -Site Berlin Based,Omio Travel GmbH,"Berlin, Germany",['Feste Anstellung'],"['german', 'english']","['team player', 'collaboration', 'communication']","['google analytics', 'hubspot', 'analytics techniques']",,,Business,HR,Recruitment,4y,False,False,True
2627,Software Engineer - Video Ingest Storage,Zattoo Deutschland GmbH,Berlin,['Feste Anstellung'],,"['analytical', 'communication']",['cloud'],,,IT,Software Development,Full-Stack Development,,True,False,True
2628,Consultant Innovation Management,GP + S Consulting GmbH,"Bad Homburg vor der Höhe, Deutschland",['Feste Anstellung'],,,[],"['master of science', 'bachelor']",['engineering'],IT,Data & AI,Data Analysis,,False,False,True
2629,Account Manager Tur,Sell By Lead GmbH,"65760 Eschborn, Germany",['Feste Anstellung'],"['german', 'english']","['management', 'communication']","['ms office suite', 'word']",['bachelor of science'],['business'],Business,Sales & Marketing,Sales,5y,True,False,True
2630,Scientific Employee Medical Writing,IASON consulting - Inh. Dr Karin Jochims,Niederzier,['Feste Anstellung'],['english'],"['analytical', 'attention to detail']","['excel', 'google sheets']",,,Healthcare,Public Health,Public Health,12m,False,False,True
2631,Php Software Developer,Securepoint GmbH,Deutschlandweit,['Feste Anstellung'],"['german', 'english']",['communicates'],"['ruby', 'linux', 'redis', 'scrum', 'programming language']",,,IT,Software Development,Full-Stack Development,,False,False,True
2632,Ar Vr Mr Software Engineer,Autodesk,"Darmstadt, DEU",['Feste Anstellung'],,['creativity'],[],,,IT,Software Development,Full-Stack Development,,False,False,True
2633,Or Intern Business Development,Acceleraid,"Mannheim, Deutschland","['Studentenjobs', 'Werkstudent']",['english'],,['word'],,,Business,Sales & Marketing,Sales,,True,True,False
2634,Media Analysis Consultant,Unicepta Communication & Consulting GmbH,Köln,['Feste Anstellung'],['english'],,['maya'],,,IT,Data & AI,Data Analysis,,True,False,True
2635,Full Stack Software Engineer,Circus SE,Hamburg,['Feste Anstellung'],,,"['azure', 'programming language', 'devops/mlops']",,,IT,Software Development,Full-Stack Development,2y,True,False,True
2636,Operator Digital Printing,dataform dialogservices GmbH,Roßtal,['Feste Anstellung'],,,"['python', 'go', 'django', 'postgresql', 'docker', 'azure', 'kubernetes', 'containerization', 'aws', 'gcp', 'programming language']",,,IT,IT Support,ERP & Business Systems,,False,False,True
2637,Operator Digital Printing,dataform dialogservices GmbH,Roßtal,['Feste Anstellung'],,,"['python', 'go', 'django', 'postgresql', 'docker', 'azure', 'kubernetes', 'containerization', 'aws', 'gcp', 'programming language']",,,IT,IT Support,ERP & Business Systems,,False,False,True
2638,Media Technology Digital Printing,dataform dialogservices GmbH,Roßtal,['Feste Anstellung'],,['management'],"['sql', 'mocha', 'cypress', 'kafka', 'kubernetes', 'containerization', 'ci/cd', 'programming language', 'data pipeline tool', 'devops/mlops', 'database']",,,IT,IT Support,ERP & Business Systems,8y,False,False,True
2639,Marketing Assistance E-Commerce Manger,MedX5 Ltd. & Co. KG,Friedberg Bayern,['Feste Anstellung'],,,['cnc'],,,Business,Sales & Marketing,Digital Marketing,,False,False,True
2640,Project Manager,AKTIF Technology GmbH,Senftenberg,['Feste Anstellung'],,,[],,,Business,Finance,Wealth Management,,True,False,True
2641,Project Manager,Cube Concepts GmbH - Innovative Energielösungen,"41564 Kaarst, Germany",['Feste Anstellung'],"['german', 'english']",['communicates'],"['ruby', 'programming language']",,,Business,Finance,Wealth Management,,False,False,True
2642,Account Manager,Mitel Deutschland GmbH,Berlin,['Feste Anstellung'],"['german', 'english']",['communication'],['programming language'],,,Business,Sales & Marketing,Sales,,True,False,True
2643,It Support Specialists,Les Lunes UG (haftungsbeschränkt),Berlin,['Feste Anstellung'],['german'],['analytical'],[],,,Customer Service,Client Relations,Client Relations,,True,False,True
2644,Enterprise Partner Sales Manager - Artificial Intelligence Automation,UiPath GmbH,München,['Feste Anstellung'],"['spanish', 'german', 'french', 'italian', 'english']","['analytical', 'management', 'communication']",['artificial intelligence'],,,Business,Sales & Marketing,Digital Marketing,,True,False,True
2645,Backend Developer Python,NEXT Data Service AG,Berlin,['Feste Anstellung'],['german'],,"['azure', 'bi tools']",,,IT,Software Development,Backend Development,,True,False,True
2646,Business It Specialist,migRaven GmbH,Berlin,['Feste Anstellung'],,,"['powershell', 'postgresql', 'linux', 'azure', 'programming language', 'database', 'data lake']",,,Business,HR,Recruitment,,False,False,True
2647,Territory Business Manager,Flen Health GmbH,Stuttgart,['Feste Anstellung'],,,['ms office'],,,Business,Finance,Wealth Management,,False,False,True
2648,Business Development Manager - Dach,Certus Software GmbH,"86 Augsburg, Germany",['Feste Anstellung'],,"['analytical', 'communication']",['exchange'],,,Business,Sales & Marketing,Sales,,True,False,True
2649,Web- Backend Development,let's dev GmbH & Co. KG,Hamburg,['Praktikum'],,"['communicates', 'analytical', 'management', 'communication']",[],,,IT,Software Development,Backend Development,,False,False,True
2650,Product Manager,CEEZER Software GmbH,10178 Berlin,['Feste Anstellung'],,['collaboration'],"['python', 'django', 'programming language', 'database']",,,Business,Procurement,Vendor Management,,False,False,True
2651,Qa Automation Engineer Innovative Edtech Startup,Edurino GmbH,München,['Feste Anstellung'],"['german', 'english']","['analytical', 'collaboration', 'communication']",['cloud'],,,IT,QA & Testing,Automation Testing,15y,False,False,True
2652,Javascript Developer,sqanit GmbH,Munich,['Feste Anstellung'],['english'],"['management', 'communication']","['excel', 'powerpoint']",['degree'],['business'],IT,Software Development,Frontend Development,10y,False,False,True
2653,Product Manager Principle Product Manager,Omio Travel GmbH,Berlin,['Feste Anstellung'],,['management'],['r'],"['master of science', 'bachelor', 'degree']",['engineering'],Business,Procurement,Vendor Management,,False,False,True
2654,Account Manager It Solutions Service Sales,CosH Consulting GmbH,Nürnberg,['Feste Anstellung'],['german'],['communication'],[],['degree'],"['technical', 'business']",Business,Sales & Marketing,Sales,,False,False,True
2655,Client Success Manager B2B German Speaker,Zattoo Deutschland GmbH,Berlin,['Feste Anstellung'],"['german', 'english']","['management', 'communication', 'initiative']",['api'],,,Business,Sales & Marketing,Digital Marketing,,True,False,True
2656,Qa Engineer,TeamViewer Germany GmbH,Göppingen,"['Studentenjobs', 'Werkstudent']","['german', 'english']",,"['macos', 'containerization']",,,IT,QA & Testing,QA Management,,True,True,False
2657,Sales Manager,GAMIC Ges.für angew.Mikrowellen-u.Informationste,Aachen,['Feste Anstellung'],['german'],['communication'],[],,,Business,Sales & Marketing,Digital Marketing,3y,True,False,True
2658,Finance Consultant,econio GmbH,"Frankfurt, Germany",['Feste Anstellung'],['german'],"['analytical', 'communication']","['excel', 'programming language', 'bi tools']",['degree'],"['economic', 'engineering']",Legal,Legal Practice,Legal Practice,5y,True,True,True
2659,Software Engineer Stream Deck,Corsair GmbH,München,['Feste Anstellung'],['english'],,"['macos', 'ci/cd']","['bachelor', 'master', 'degree']","['engineering', 'computer science']",IT,Software Development,Full-Stack Development,,False,False,True
2660,Cloud Developer,INCONSULT GmbH,Duisburg,['Feste Anstellung'],['english'],,['cloud computing'],,,IT,DevOps & Cloud,Cloud Engineering,,True,False,True
2661,Work Preparation Project Management New Parts,HAKOS Präzisionswerkzeuge GmbH,Villingen-Schwenningen,['Feste Anstellung'],,"['management', 'initiative']",['project management'],,,Project Manager,Project Manager,Project Manager,,False,False,True
2662,Sales Account Executive,Data Ahead AG,Nürnberg Mittelfranken,['Feste Anstellung'],['german'],"['management', 'communication']",[],,,Business,Sales & Marketing,Digital Marketing,,False,True,True
2663,Product Analyst,asgoodasnew electronics GmbH,Berlin,['Feste Anstellung'],,['team player'],"['sql', 'google analytics', 'google tag manager', 'r', 'python', 'programming language', 'bi tools', 'database', 'data warehouse']",,,IT,Cybersecurity,Security Operations,,True,False,True
2664,Pexus Ventures Consultant Venture Client Excellence,Pexus Ventures GmbH,"63 Seligenstadt, Germany",['Feste Anstellung'],"['german', 'english']","['team player', 'organized', 'analytical']",[],,,Business,HR,Recruitment,,True,False,True
2665,Software Development,gbo Datacomp GmbH,Rimbach,['Feste Anstellung'],['english'],['communication'],['react'],,,IT,QA & Testing,Manual Testing,,False,False,True
2666,Administrator Area Linux Automation,Securepoint GmbH,Deutschlandweit,['Feste Anstellung'],,,['ci/cd'],,,IT,DevOps & Cloud,DevOps Engineering,,True,False,True
2667,Php Software Developer,Securepoint GmbH,Deutschlandweit,['Feste Anstellung'],"['german', 'english']",,"['vue', 'laravel']",,,IT,Software Development,Full-Stack Development,,False,False,True
2668,Media Analysis Consultant,Unicepta Communication & Consulting GmbH,Köln,['Feste Anstellung'],['english'],,['maya'],,,IT,Data & AI,Data Analysis,,True,False,True
2669,Online Marketing Manager,Deitron Digitalagentur GmbH,Ulm,['Feste Anstellung'],,"['creativity', 'analytical', 'management', 'communication']",['google analytics'],"['certification', 'bachelor']","['technical', 'business']",Business,Sales & Marketing,Digital Marketing,,False,False,True
2670,Media Analysis Consultant,Unicepta Communication & Consulting GmbH,Köln,['Feste Anstellung'],['english'],,['maya'],,,IT,Data & AI,Data Analysis,,True,False,True
2671,Product Manager,CEEZER Software GmbH,10178 Berlin,['Feste Anstellung'],['english'],"['management', 'collaboration', 'attention to detail']",[],,,Business,Procurement,Vendor Management,5y,False,False,True
2672,Media Buyer - Full,CTRL-Media GmbH,Melle,['Feste Anstellung'],"['german', 'english']",,['bi tools'],,,Business,Procurement,Strategic Sourcing,2y,False,False,True
2673,Electronics Engineering System Technology 1 Electronics Technician 1 Upper Fitter,Elektro Große-Wördemann GmbH und Co. KG,Georgsmarienhütte,['Feste Anstellung'],,,"['java', 'scada', 'programming language']",,,Engineering,Electrical Engineering,Electrical Engineering,,False,False,True
2674,Payroll Accounting Specialist,H.B. Fuller Deutschland GmbH,Lüneburg,['Feste Anstellung'],"['german', 'english']","['communicates', 'analytical']","['sap', 'blackline', 'excel']",,,Retail & Consumer,Inventory & Merchandising,Inventory & Merchandising,3y,True,False,True
